,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,icon,chanceRating,team,type,time,player,location_x,location_y,bodyPart,shotQuality,defPressure,numDefPlayers,numAttPlayers,outcome,primaryPlayer,primaryType,primaryLocation_x,primaryLocation_y,secondaryPlayer,secondaryType
29920,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,goodchance,goodchance,Watford,Open Play,58:48,A. Gray,31.0,58.0,Right,3,2,2,0,Defended,A. Doucoure,Open Play Pass,42.0,93.0,W. Hughes,Open Play Pass
29921,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,poorchance,poorchance,Watford,Open Play,55:15,W. Hughes,-43.0,85.0,Left,3,1,2,0,Saved,A. Gray,Open Play Pass,-85.0,10.0,T. Cleverley,Open Play Pass
29922,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,poorchance,poorchance,Watford,Open Play,53:21,A. Doucoure,-34.0,91.0,Right,2,3,3,0,Missed,W. Hughes,Open Play Pass,-67.0,52.0,Kiko Femenia,Open Play Pass
29923,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,greatchance,greatchance,West Ham United,Open Play,51:31,C. Kouyate,-16.0,49.0,Right,1,1,1,0,Missed,M. Arnautovic,Open Play Pass,-74.0,11.0,P. Zabaleta,Open Play Pass
29924,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,goodchance,goodchance,Watford,Open Play,49:44,A. Gray,-17.0,26.0,Right,1,4,2,0,Missed,Kiko Femenia,Cross Low,-70.0,33.0,A. Doucoure,Open Play Pass
29925,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,poorchance,poorchance,West Ham United,Direct Free-Kick,23:03,A. Cresswell,101.0,249.0,Left,1,0,4,0,Missed,A. Ogbonna,Free Kick Won,95.0,244.0,-,-
29926,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,goodchance,goodchance,Watford,Open Play,49:06,Richarlison,39.0,53.0,Right,2,3,2,0,Missed,W. Hughes,Open Play Pass,33.0,112.0,T. Cleverley,Open Play Pass
29927,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,greatchance,greatchance,West Ham United,Open Play,47:17,M. Arnautovic,6.0,14.0,Right,3,3,1,0,Saved,M. Arnautovic,Shot (Opposition Rebound),-11.0,43.0,P. Zabaleta,Cross High
29928,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,fairlygoodchance,fairlygoodchance,Watford,Open Play,42:52,W. Hughes,-20.0,31.0,Right,1,2,2,0,Missed,Kiko Femenia,Cross High,-83.0,39.0,Richarlison,Open Play Pass
29929,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,greatchance,greatchance,West Ham United,Open Play,41:57,C. Kouyate,-8.0,33.0,Right,3,0,1,0,Saved,M. Noble,Open Play Pass,21.0,93.0,M. Lanzini,Open Play Pass
4022,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,goal,Very Good,Watford,Open Play,63:31,Richarlison,44.0,41.0,Left,3,3,1,0,-,W. Hughes,Open Play Pass,5.0,199.0,-,-
4023,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,goal,Very Good,Watford,Open Play,10:19,W. Hughes,-16.0,34.0,Left,3,2,2,0,-,A. Gray,Shot (Deflection),-10.0,49.0,-,-
29915,EngPr,2462912,2017-11-19,16:00:00,Watford,West Ham United,goodchance,goodchance,Watford,Open Play,95:36,Richarlison,53.0,57.0,Right,2,3,2,0,Missed,M. Zeegelaar,Open Play Pass,125.0,88.0,T. Cleverley,Open Play Pass
29787,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,fairlygoodchance,fairlygoodchance,Manchester City,Open Play,40:46,David Silva,-2.0,74.0,Left,3,3,3,0,Missed,R. Sterling,Open Play Pass,-46.0,70.0,F. Delph,Cross High
29788,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,poorchance,poorchance,Manchester City,Open Play,39:05,R. Sterling,-29.0,91.0,Left,2,3,3,0,Missed,L. Sane,Corner,135.0,4.0,-,-
29789,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,goodchance,goodchance,Manchester City,Open Play,20:14,David Silva,35.0,45.0,Left,3,2,2,0,Saved,L. Sane,Cross Low,17.0,145.0,F. Delph,Open Play Pass
29790,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,poorchance,poorchance,Manchester City,Open Play,20:50,F. Delph,7.0,92.0,Left,2,5,4,0,Missed,David Silva,Corner,136.0,1.0,-,-
29791,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,greatchance,greatchance,Manchester City,Dangerous Moment,22:38,R. Sterling,-9.0,16.0,Head,0,0,1,0,Missed,L. Sane,Cross Low,56.0,34.0,David Silva,Open Play Pass
29792,EngPr,2462913,2017-11-18,15:00:00,West Bromwich Albion,Chelsea,fairlygoodchance,fairlygoodchance,Chelsea,Open Play,81:37,D. Drinkwater,-54.0,69.0,Right,2,2,3,1,Defended,-,-,-,-,-,-
29793,EngPr,2462913,2017-11-18,15:00:00,West Bromwich Albion,Chelsea,fairlygoodchance,fairlygoodchance,Chelsea,Open Play,55:36,Alvaro Morata,-64.0,25.0,Right,3,1,2,0,Saved,N. Kante,Open Play Pass,-51.0,112.0,-,-
29794,EngPr,2462913,2017-11-18,15:00:00,West Bromwich Albion,Chelsea,goodchance,goodchance,Chelsea,Open Play,49:40,E. Hazard,-50.0,31.0,Right,3,3,2,0,Saved,N. Kante,Open Play Pass,-52.0,175.0,Fabregas,Open Play Pass
29759,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,goodchance,goodchance,Arsenal,Open Play,83:06,Bellerin,-42.0,50.0,Right,2,3,2,0,Defended,M. Ozil,Open Play Pass,43.0,109.0,A. Sanchez,Open Play Pass
29760,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,goodchance,goodchance,Tottenham Hotspur,Open Play,80:51,E. Dier,-32.0,17.0,Head,3,3,1,0,Saved,B. Davies,Cross High,86.0,93.0,M. Sissoko,Open Play Pass
29761,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,poorchance,poorchance,Tottenham Hotspur,Open Play,77:20,C. Eriksen,37.0,111.0,Left,1,2,2,0,Saved,Llorente,Open Play Pass,21.0,117.0,E. Dier,Open Play Pass
29762,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,verygoodchance,verygoodchance,Arsenal,Open Play,75:23,A. Sanchez,29.0,10.0,Right,3,3,1,0,Saved,M. Ozil,Open Play Pass,94.0,40.0,S. Kolasinac,Open Play Pass
29763,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,verygoodchance,verygoodchance,Tottenham Hotspur,Open Play,55:17,H. Kane,-43.0,42.0,Right,2,3,2,0,Defended,C. Eriksen,Open Play Pass,-43.0,77.0,-,-
29786,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,goodchance,goodchance,Manchester City,Open Play,42:27,E. Mangala,18.0,38.0,Left,2,5,2,0,Missed,V. Kompany,Open Play Pass,36.0,56.0,L. Sane,Open Play Pass
29783,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,greatchance,greatchance,Manchester City,Open Play,51:46,David Silva,14.0,28.0,Left,3,3,1,0,Missed,L. Sane,Cross Low,97.0,44.0,Gabriel Jesus,Open Play Pass
29784,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,greatchance,greatchance,Manchester City,Open Play,49:20,Gabriel Jesus,2.0,21.0,Right,3,0,1,0,Saved,K. Walker,Cross High,-102.0,56.0,David Silva,Open Play Pass
29785,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,goodchance,goodchance,Leicester City,Open Play,47:48,H. Maguire,-17.0,38.0,Right,3,2,4,2,Woodwork,J. Vardy,Shot (Opposition Rebound),25.0,22.0,M. Albrighton,Cross High
29781,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,goodchance,goodchance,Manchester City,Open Play,63:28,David Silva,27.0,52.0,Left,3,3,2,0,Defended,R. Sterling,Open Play Pass,52.0,87.0,L. Sane,Open Play Pass
29782,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,poorchance,poorchance,Manchester City,Open Play,54:06,K. De Bruyne,32.0,116.0,Right,3,0,2,0,Missed,K. Walker,Open Play Pass,32.0,152.0,F. Delph,Open Play Pass
29780,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,poorchance,poorchance,Manchester City,Open Play,88:21,David Silva,51.0,69.0,Left,3,1,2,0,Defended,K. De Bruyne,Open Play Pass,2.0,100.0,Bernardo Silva,Open Play Pass
29764,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,fairlygoodchance,fairlygoodchance,Tottenham Hotspur,Open Play,48:07,H. Kane,-32.0,47.0,Head,1,2,1,0,Saved,M. Dembele,Cross High,80.0,51.0,-,-
29771,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,goodchance,goodchance,Arsenal,Open Play,04:34,A. Lacazette,37.0,49.0,Right,1,3,3,2,Missed,A. Sanchez,Open Play Pass,59.0,109.0,A. Lacazette,Turnover
29765,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,poorchance,poorchance,Tottenham Hotspur,Open Play,43:57,H. Kane,-16.0,94.0,Right,1,2,2,0,Missed,J. Vertonghen,Open Play Pass,76.0,181.0,-,-
29766,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,goodchance,goodchance,Tottenham Hotspur,Open Play,33:04,H. Kane,7.0,53.0,Head,3,2,3,0,Saved,M. Sissoko,Cross High,-110.0,78.0,H. Kane,Open Play Pass
29767,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,goodchance,goodchance,Tottenham Hotspur,Open Play,32:16,C. Eriksen,39.0,52.0,Right,3,3,3,0,Woodwork,B. Davies,Cross Low,97.0,27.0,J. Vertonghen,Open Play Pass
29768,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,poorchance,poorchance,Arsenal,Open Play,28:52,G. Xhaka,9.0,77.0,Left,2,4,4,1,Defended,M. Ozil,Corner,-136.0,0.0,M. Ozil,Corner Won
29769,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,verygoodchance,verygoodchance,Arsenal,Dangerous Moment,18:27,A. Lacazette,-2.0,14.0,Right,0,5,1,0,Defended,Bellerin,Cross Low,-62.0,17.0,A. Ramsey,Open Play Pass
29770,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,goodchance,goodchance,Tottenham Hotspur,Open Play,05:53,H. Kane,49.0,40.0,Right,2,3,2,0,Saved,H. Lloris,Open Play Pass,51.0,383.0,J. Vertonghen,Open Play Pass
29772,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,poorchance,poorchance,Tottenham Hotspur,Open Play,62:33,C. Eriksen,61.0,84.0,Right,1,3,3,0,Missed,B. Davies,Open Play Pass,112.0,21.0,C. Eriksen,Open Play Pass
29779,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,fairlygoodchance,fairlygoodchance,Tottenham Hotspur,Open Play,93:10,Heung-Min Son,2.0,61.0,Left,2,2,5,2,Defended,K. Trippier,Cross High,-116.0,47.0,M. Sissoko,Open Play Pass
29773,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,fairlygoodchance,fairlygoodchance,Arsenal,Open Play,69:09,A. Sanchez,55.0,74.0,Right,1,3,2,0,Missed,A. Ramsey,Open Play Pass,4.0,116.0,M. Ozil,Open Play Pass
29774,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,fairlygoodchance,fairlygoodchance,Arsenal,Open Play,70:10,A. Sanchez,-13.0,71.0,Right,1,1,3,1,Saved,M. Ozil,Open Play Pass,-73.0,62.0,L. Koscielny,Open Play Pass
29775,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,verygoodchance,verygoodchance,Tottenham Hotspur,Open Play,84:36,Heung-Min Son,19.0,53.0,Right,1,2,1,0,Missed,Llorente,Open Play Pass,-5.0,109.0,B. Davies,Open Play Pass
29776,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,goodchance,goodchance,Arsenal,Open Play,86:50,A. Iwobi,36.0,47.0,Right,2,3,2,0,Defended,A. Sanchez,Open Play Pass,97.0,24.0,A. Ramsey,Open Play Pass
29777,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,poorchance,poorchance,Arsenal,Direct Free-Kick,90:03,G. Xhaka,-59.0,123.0,Left,1,0,4,1,Missed,A. Sanchez,Free Kick Won,-57.0,126.0,Bellerin,Open Play Pass
29778,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,greatchance,greatchance,Arsenal,Open Play,91:36,A. Sanchez,22.0,30.0,Right,2,2,1,0,Saved,F. Coquelin,Open Play Pass,49.0,306.0,Nacho Monreal,Open Play Pass
4017,EngPr,2462911,2017-11-18,17:30:00,Manchester United,Newcastle United,goal,Very Good,Newcastle United,Open Play,13:02,D. Gayle,-20.0,39.0,Right,3,2,2,0,-,D. Yedlin,Cross Low,-100.0,16.0,D. Gayle,Open Play Pass
4018,EngPr,2462911,2017-11-18,17:30:00,Manchester United,Newcastle United,goal,Great,Manchester United,Open Play,36:38,A. Martial,9.0,18.0,Head,3,4,2,0,-,P. Pogba,Cross High,-74.0,22.0,A. Valencia,Open Play Pass
4015,EngPr,2462907,2017-11-18,15:00:00,Burnley,Swansea City,goal,Great,Burnley,Open Play,28:52,J. Cork,5.0,20.0,Head,3,1,1,0,-,R. Brady,Cross High,106.0,35.0,A. Barnes,Open Play Pass
4016,EngPr,2462907,2017-11-18,15:00:00,Burnley,Swansea City,goal,Good,Burnley,Open Play,39:09,A. Barnes,38.0,63.0,Right,4,2,2,0,-,J. Hendrick,Open Play Pass,-9.0,122.0,-,-
4014,EngPr,2462904,2017-11-18,15:00:00,AFC Bournemouth,Huddersfield Town,goal,Very Good,AFC Bournemouth,Open Play,83:08,C. Wilson,28.0,57.0,Right,3,2,3,0,-,J. King,Open Play Pass,49.0,22.0,C. Wilson,Open Play Pass
4004,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,goal,Fairly Good,Liverpool,Open Play,30:52,Mohamed Salah,-59.0,77.0,Left,4,0,4,0,-,G. Wijnaldum,Open Play Pass,-11.0,77.0,R. Klavan,Open Play Pass
3997,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,goal,Good,Arsenal,Open Play,35:54,S. Mustafi,-21.0,41.0,Head,4,4,2,0,-,M. Ozil,Free Kick,82.0,112.0,A. Sanchez,Free Kick Won
3998,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,goal,Fairly Good,Manchester City,Open Play,48:10,K. De Bruyne,20.0,92.0,Left,4,2,4,1,-,L. Sane,Open Play Pass,61.0,29.0,K. De Bruyne,Open Play Pass
3999,EngPr,2462909,2017-11-18,15:00:00,Leicester City,Manchester City,goal,Superb,Manchester City,Open Play,44:27,Gabriel Jesus,-4.0,18.0,Right,3,0,0,0,-,David Silva,Open Play Pass,32.0,34.0,R. Sterling,Open Play Pass
4000,EngPr,2462913,2017-11-18,15:00:00,West Bromwich Albion,Chelsea,goal,Great,Chelsea,Open Play,61:58,E. Hazard,5.0,59.0,Right,3,0,3,0,-,Fabregas,Open Play Pass,28.0,228.0,G. Cahill,Open Play Pass
4001,EngPr,2462913,2017-11-18,15:00:00,West Bromwich Albion,Chelsea,goal,Great,Chelsea,Open Play,16:32,Alvaro Morata,25.0,34.0,Left,3,0,1,0,-,E. Hazard,Shot (Opposition Rebound),-33.0,98.0,Azpilicueta,Open Play Pass
4002,EngPr,2462913,2017-11-18,15:00:00,West Bromwich Albion,Chelsea,goal,Superb,Chelsea,Open Play,22:42,E. Hazard,46.0,45.0,Left,3,0,0,0,-,Alvaro Morata,Open Play Pass,57.0,163.0,Fabregas,Open Play Pass
4003,EngPr,2462913,2017-11-18,15:00:00,West Bromwich Albion,Chelsea,goal,Very Good,Chelsea,Open Play,37:17,Marcos Alonso,-33.0,7.0,Left,3,0,1,0,-,Fabregas,Free Kick,92.0,40.0,Alvaro Morata,Free Kick Won
4005,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,goal,Great,Liverpool,Open Play,40:46,Mohamed Salah,19.0,30.0,Left,3,1,1,0,-,Philippe Coutinho,Open Play Pass,35.0,120.0,J. Henderson,Open Play Pass
4013,EngPr,2462904,2017-11-18,15:00:00,AFC Bournemouth,Huddersfield Town,goal,Good,AFC Bournemouth,Open Play,68:59,H. Arter,11.0,60.0,Left,4,2,3,0,-,-,-,-,-,-,-
4006,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,goal,Great,Liverpool,Open Play,67:26,Philippe Coutinho,-7.0,51.0,Right,3,0,1,0,-,Roberto Firmino,Shot (Opposition Rebound),-50.0,40.0,S. Mane,Open Play Pass
4007,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,goal,Great,Everton,Open Play,45:55,O. Niasse,16.0,59.0,Right,3,0,1,0,-,G. Sigurdsson,Open Play Pass,44.0,150.0,I. Gueye,Turnover
4008,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,goal,Superb,Crystal Palace,Open Play,34:24,W. Zaha,4.0,18.0,Right,3,0,0,0,-,J. Ward,Cross Low,-103.0,48.0,A. Townsend,Open Play Pass
4009,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,goal,Superb,Crystal Palace,Open Play,00:50,J. McArthur,21.0,30.0,Right,3,1,0,0,-,R. Loftus-Cheek,Shot (Opposition Rebound),-26.0,41.0,Y. Cabaye,Open Play Pass
4010,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,goal,Penalty,Everton,Penalty,05:25,L. Baines,0.0,44.0,Left,3,0,1,0,-,O. Niasse,Penalty Earned,70.0,55.0,L. Baines,Open Play Pass
4011,EngPr,2462904,2017-11-18,15:00:00,AFC Bournemouth,Huddersfield Town,goal,Great,AFC Bournemouth,Open Play,30:38,C. Wilson,-14.0,36.0,Right,3,1,1,0,-,A. Surman,Free Kick,99.0,111.0,-,-
4012,EngPr,2462904,2017-11-18,15:00:00,AFC Bournemouth,Huddersfield Town,goal,Great,AFC Bournemouth,Open Play,25:53,C. Wilson,4.0,16.0,Head,3,3,3,1,-,J. Ibe,Corner,135.0,1.0,-,-
379,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,penawarded,Poor,Everton,[Tackle],04:43,-,-,-,-,N/A,-,-,-,Penalty Awarded,-,-,-,-,-,-
4019,EngPr,2462911,2017-11-18,17:30:00,Manchester United,Newcastle United,goal,Great,Manchester United,Open Play,45:50,C. Smalling,-20.0,13.0,Head,3,4,1,0,-,A. Young,Cross High,80.0,96.0,M. Rashford,Open Play Pass
4020,EngPr,2462911,2017-11-18,17:30:00,Manchester United,Newcastle United,goal,Great,Manchester United,Open Play,53:12,P. Pogba,-10.0,8.0,Right,3,3,1,0,-,M. Rashford,Open Play Pass,14.0,23.0,R. Lukaku,Cross High
4021,EngPr,2462911,2017-11-18,17:30:00,Manchester United,Newcastle United,goal,Great,Manchester United,Open Play,69:54,R. Lukaku,-16.0,33.0,Left,4,1,2,0,-,Mata,Open Play Pass,-57.0,72.0,R. Lukaku,Open Play Pass
3996,EngPr,2462905,2017-11-18,12:30:00,Arsenal,Tottenham Hotspur,goal,Great,Arsenal,Open Play,40:58,A. Sanchez,-17.0,7.0,Right,3,3,2,0,-,A. Lacazette,Cross Low,-56.0,32.0,Bellerin,Open Play Pass
29806,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,greatchance,greatchance,Liverpool,Open Play,53:01,Roberto Firmino,-49.0,32.0,Right,2,3,1,0,Saved,T. Alexander-Arnold,Open Play Pass,-43.0,140.0,G. Wijnaldum,Open Play Pass
29837,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,verygoodchance,verygoodchance,Crystal Palace,Open Play,32:46,J. McArthur,-13.0,56.0,Right,3,2,3,0,Saved,R. Loftus-Cheek,Open Play Pass,-43.0,55.0,A. Townsend,Open Play Pass
29838,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,fairlygoodchance,fairlygoodchance,Crystal Palace,Open Play,18:16,J. Schlupp,-37.0,88.0,Left,1,3,2,1,Missed,-,-,-,-,-,-
29839,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,goodchance,goodchance,Everton,Open Play,16:23,O. Niasse,45.0,44.0,Right,3,3,3,0,Saved,I. Gueye,Open Play Pass,26.0,126.0,G. Sigurdsson,Open Play Pass
29840,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,fairlygoodchance,fairlygoodchance,Everton,Open Play,16:05,A. Lookman,50.0,59.0,Right,1,4,3,0,Defended,I. Gueye,Open Play Pass,18.0,103.0,A. Lennon,Open Play Pass
29841,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,poorchance,poorchance,Everton,Open Play,84:31,D. Calvert-Lewin,-35.0,109.0,Right,3,0,1,0,Saved,J. Pickford,Open Play Pass,-20.0,399.0,-,-
29842,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,verygoodchance,verygoodchance,Everton,Open Play,88:39,Sandro Ramirez,10.0,31.0,Head,1,3,3,0,Missed,J. Kenny,Cross High,-121.0,49.0,Sandro Ramirez,Open Play Pass
29843,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,fairlygoodchance,fairlygoodchance,Crystal Palace,Open Play,89:28,C. Benteke,-10.0,94.0,Right,3,1,2,0,Saved,-,-,-,-,-,-
29844,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,fairlygoodchance,fairlygoodchance,Crystal Palace,Open Play,93:01,L. Milivojevic,-51.0,88.0,Right,3,0,4,1,Saved,R. Loftus-Cheek,Open Play Pass,-70.0,20.0,C. Benteke,Open Play Pass
29845,EngPr,2462904,2017-11-18,15:00:00,AFC Bournemouth,Huddersfield Town,goodchance,goodchance,Huddersfield Town,Open Play,86:38,A. Sabiri,-9.0,38.0,Head,2,3,4,2,Missed,A. Mooy,Corner,-136.0,1.0,-,-
29846,EngPr,2462904,2017-11-18,15:00:00,AFC Bournemouth,Huddersfield Town,poorchance,poorchance,AFC Bournemouth,Open Play,41:27,S. Cook,54.0,104.0,Right,2,1,4,2,Missed,-,-,-,-,-,-
29847,EngPr,2462904,2017-11-18,15:00:00,AFC Bournemouth,Huddersfield Town,goodchance,goodchance,AFC Bournemouth,Open Play,40:37,A. Surman,-25.0,57.0,Right,3,1,3,1,Saved,C. Daniels,Cross Low,93.0,38.0,-,-
29836,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,goodchance,goodchance,Crystal Palace,Dangerous Moment,37:37,J. McArthur,30.0,37.0,Right,0,1,2,1,Defended,W. Zaha,Open Play Pass,65.0,47.0,J. McArthur,Open Play Pass
29835,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,fairlygoodchance,fairlygoodchance,Everton,Open Play,41:18,A. Lookman,33.0,89.0,Right,2,0,3,0,Missed,-,-,-,-,-,-
29820,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,67:05,G. Wijnaldum,20.0,55.0,Right,2,4,3,0,Defended,R. Klavan,Open Play Pass,-15.0,53.0,-,-
29808,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,fairlygoodchance,fairlygoodchance,Southampton,Open Play,50:15,S. Boufal,34.0,39.0,Right,1,4,2,0,Defended,W. Hoedt,Open Play Pass,22.0,149.0,V. van Dijk,Open Play Pass
29809,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,fairlygoodchance,fairlygoodchance,Southampton,Open Play,47:53,S. Boufal,61.0,43.0,Right,1,4,2,0,Missed,D. Tadic,Open Play Pass,71.0,24.0,R. Bertrand,Throw in
29810,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,46:45,S. Mane,-38.0,51.0,Left,2,1,3,0,Defended,Roberto Firmino,Open Play Pass,-49.0,44.0,Mohamed Salah,Open Play Pass
29811,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,goodchance,goodchance,Liverpool,Open Play,08:59,Mohamed Salah,-9.0,45.0,Left,2,1,2,0,Missed,S. Mane,Cross High,85.0,36.0,J. Henderson,Open Play Pass
29812,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,verygoodchance,verygoodchance,Liverpool,Open Play,08:03,T. Alexander-Arnold,-5.0,32.0,Right,2,3,2,0,Saved,G. Wijnaldum,Shot (Deflection),-47.0,103.0,T. Alexander-Arnold,Open Play Pass
29813,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,poorchance,poorchance,Liverpool,Open Play,07:54,Philippe Coutinho,-30.0,104.0,Right,1,3,3,0,Defended,G. Wijnaldum,Open Play Pass,-71.0,107.0,Roberto Firmino,Open Play Pass
29814,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,21:22,G. Wijnaldum,-43.0,92.0,Right,3,1,3,1,Saved,S. Mane,Open Play Pass,-69.0,56.0,-,-
29815,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,fairlygoodchance,fairlygoodchance,Liverpool,Open Play,21:51,Philippe Coutinho,-4.0,98.0,Right,3,1,2,0,Saved,G. Wijnaldum,Open Play Pass,4.0,264.0,J. Henderson,Open Play Pass
29816,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,poorchance,poorchance,Liverpool,Direct Free-Kick,23:33,Philippe Coutinho,42.0,115.0,Right,1,0,6,2,Missed,Alberto Moreno,Free Kick Won,38.0,111.0,-,-
29817,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,poorchance,poorchance,Southampton,Direct Free-Kick,43:56,R. Bertrand,-4.0,116.0,Left,3,0,7,2,Missed,V. van Dijk,Free Kick Won,-3.0,113.0,Oriol Romeu,Open Play Pass
29818,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,verygoodchance,verygoodchance,Liverpool,Dangerous Moment,57:55,Alberto Moreno,-22.0,51.0,Left,0,3,3,0,Defended,Mohamed Salah,Open Play Pass,-42.0,121.0,Philippe Coutinho,Open Play Pass
29819,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,goodchance,goodchance,Liverpool,Open Play,62:00,Philippe Coutinho,-11.0,55.0,Right,2,3,2,0,Missed,Mohamed Salah,Open Play Pass,-58.0,123.0,J. Henderson,Open Play Pass
29821,EngPr,2462910,2017-11-18,15:00:00,Liverpool,Southampton,verygoodchance,verygoodchance,Southampton,Open Play,71:14,C. Austin,8.0,31.0,Head,1,2,2,0,Missed,J. Ward-Prowse,Free Kick,108.0,80.0,S. Long,Free Kick Won
29834,EngPr,2462908,2017-11-18,15:00:00,Crystal Palace,Everton,greatchance,greatchance,Everton,Open Play,47:14,D. Calvert-Lewin,13.0,34.0,Left,3,1,2,0,Saved,G. Sigurdsson,Cross Low,57.0,20.0,L. Baines,Open Play Pass
